x,y,prob,y_synthetic
0.378326848902323,0.9589591518020716,0.01,2.8865163771982276
0.6768301819425987,0.3332498032469414,0.01,0.36470316627272636
0.0411060787254835,0.2837031269876766,0.01,1.2041473672182232
0.3601568991078503,0.6436634439270444,0.01,0.685438473295393
0.6590197606957886,0.8266324467349017,0.01,2.2130101141399416
0.131076889466316,0.8609961213106712,0.01,0.9264913339978925
0.3994487854284912,0.3019476755642962,0.01,0.25034416658266484
0.888139666953968,0.0648097203867357,0.01,1.8064796956369533
0.835154317795176,0.3606303935956861,0.01,-1.3398975480745452
0.8544302858613901,0.6798674077658774,0.01,1.1468141877190208
0.1625177754590541,0.5837266357233543,0.01,0.7251694272801362
0.1658603788441083,0.1121987973356239,0.01,0.5942813008838592
0.9908225266493776,0.8980568551560563,0.01,1.2590638278284798
0.6568165225993665,0.0750897646556844,0.01,-1.247775215389587
0.3232492941368007,0.4495798385433667,0.01,1.0495138520915561
0.7465928891423096,0.6783863319597757,0.01,0.18853551447278116
0.492683446425687,0.0208775303249745,0.01,1.0868956147070754
0.4461879590015016,0.8458105212696148,0.01,1.6104841990112964
0.1969514914138791,0.2973994106818365,0.01,0.41563121412455956
0.0191681699833888,0.8812100744752245,0.01,2.377571412975434
0.8419883167154896,0.8794919058613395,0.01,2.8496092587818938
0.9359694402000134,0.2618224320962309,0.01,0.11308255294816671
0.8423478993463187,0.5361770912729823,0.01,-0.4726018920362063
0.6635327040838052,0.5775806923696402,0.01,2.574251708409922
0.9559217791639194,0.4934028521067384,0.01,3.6902383618527352
0.2726485635927576,0.7034596528298966,0.01,0.19303976772933795
0.5475234657535604,0.3222335498615386,0.01,1.1133008053701765
0.2097795930922519,0.3774129276801983,0.01,-0.4228603212380375
0.7841032879701808,0.2551712612554003,0.01,0.32161654448412713
0.630322648584847,0.1932733257488069,0.01,3.724444156829517
0.1078295840770349,0.6487166393310821,0.01,1.1424823070086054
0.2910447366404067,0.0695051909630677,0.01,0.40037010067725415
0.537634436532215,0.8671750812509416,0.01,1.5123202357449101
0.6773933386966757,0.5091871083347544,0.01,-0.09795528320227698
0.5671057975411031,0.4642204501969634,0.01,1.3733064037592448
0.6135013532796904,0.9656321634947964,0.01,3.410946143367253
0.6724839549259148,0.736242618399215,0.01,2.8580696875151324
0.5038412137688375,0.6769462817623964,0.01,0.6526656587331412
0.3690272239218004,0.5083899923035533,0.01,-0.03322555161684315
0.44017336128847,0.5262838567074372,0.01,1.6176592792311641
0.0160576737433534,0.0004524533619755,0.01,0.03285825885970285
0.9415343860788318,0.7431385182184165,0.01,1.5478857670035353
0.3538020844467358,0.224469997815529,0.01,-0.19938248006286852
0.2646862134805863,0.9152456176756067,0.01,1.9767615525635258
0.0845165946370959,0.1600038338442591,0.01,0.2828320603706859
0.2524805521373533,0.1935448891998517,0.01,0.38595631115117085
0.8085226196330317,0.9779560570898616,0.01,1.7939666740615314
0.7519556555476015,0.9003457365775638,0.01,2.0370868657370123
0.5201650957518036,0.1163442256800669,0.01,-0.3902099928512899
0.1122574647298462,0.3052023031862076,0.01,-0.662442425316331
0.8026783099574276,0.4713820228903514,0.01,-1.3003508971522
0.5866485045783907,0.0707469511103728,0.01,0.9619937416741946
