x,y,prob,y_synthetic
0.3789297591826446,0.2949925833683232,0.01,0.41227682872125115
0.8730458964935736,0.5882847447721204,0.01,0.4349543332629744
0.4580400889846471,0.8165581355638409,0.01,1.8793233031871472
0.162849419575527,0.389780608485428,0.01,0.7702906215893561
0.7383774347320035,0.3743484263038215,0.01,0.3119610682932189
0.2647755471878047,0.1301007842059774,0.01,0.1966691439415389
0.957390260079242,0.5011880960622759,0.01,-0.02714422926821447
0.4046332923729371,0.9065094411794564,0.01,0.6590738595414601
0.6450100605030792,0.3820539679102271,0.01,1.1719396987554427
0.2286392796690011,0.2772344010570727,0.01,0.8091738568283358
0.3292713804894694,0.1885784922916505,0.01,-1.3868218839079383
0.5257434259542432,0.8884034857355149,0.01,1.5578681272661732
0.085038670174906,0.3568148732155166,0.01,0.1252150995058544
0.8251158384148318,0.4358768714890987,0.01,-0.39338103036622263
0.7163933103726634,0.5142385247308021,0.01,1.0664244403536376
0.9422242754280956,0.5642705657295636,0.01,2.261708624350988
0.4043203354500833,0.8636477148223398,0.01,0.24492546675212168
0.083615647833493,0.433840542515223,0.01,2.538731201755636
0.2740956770480753,0.4140774792323599,0.01,0.5415544597819771
0.8771647745032071,0.445134281296866,0.01,2.1131193924247067
0.9306804008768254,0.618477661480566,0.01,-0.4082655456368842
0.3285880994945607,0.2636425622382271,0.01,1.558238682505142
0.398085226434096,0.818693464947292,0.01,1.203271334249356
0.7385777678621985,0.4312899039482634,0.01,1.600652763187685
1.0186372083122994,0.45292574958746,0.01,2.6135812677312114
0.2556797598059415,0.3017297117115054,0.01,1.3259644525750869
0.1811629672459224,0.3107754623074884,0.01,0.8761815745573786
0.6454539817808592,0.437954650962663,0.01,2.8739700598818114
0.4749258442256944,0.8647849220105748,0.01,2.946868021547168
0.6641875670071976,0.2732611170677926,0.01,1.1732034172018275
0.1626709334716659,0.4302132355216458,0.01,0.020932453165851683
0.9106872923514334,0.5066432600971337,0.01,1.7408129370033831
0.2508376067119903,0.2451515505092761,0.01,-0.7162714283586241
0.9352582888120222,0.4689516985557239,0.01,1.4168056727094254
0.7715213292243082,0.4054152952784952,0.01,2.3612366882830895
0.1209945227950063,0.376566084445526,0.01,0.26077009087904923
0.5488187960587578,0.3524862308922752,0.01,1.1708107642573138
0.7511016584825818,0.3308902810509735,0.01,1.8984858325183462
