x,y,prob,y_synthetic
0.0,0.0,0.01,1.5492303764938329
0.0,0.1052631578947368,0.01,-0.5401136610220769
0.0,0.2105263157894736,0.01,1.089864477294537
0.0,0.3157894736842105,0.01,-0.0025923960552913794
0.0,0.4210526315789473,0.01,1.1484105382881984
0.0,0.5263157894736842,0.01,0.4607341126945895
0.0,0.631578947368421,0.01,0.18052665295829845
0.0,0.7368421052631579,0.01,1.5903724135594075
0.0,0.8421052631578947,0.01,-1.6935769963075127
0.0,0.9473684210526316,0.01,0.5598849151443848
0.1052631578947368,0.0,0.01,0.08418817399246467
0.1052631578947368,0.1052631578947368,0.01,0.5267484404936007
0.1052631578947368,0.2105263157894736,0.01,-0.3140260802927436
0.1052631578947368,0.3157894736842105,0.01,-1.5586288710656904
0.1052631578947368,0.4210526315789473,0.01,0.8030005088850727
0.1052631578947368,0.5263157894736842,0.01,-0.6048647592608831
0.1052631578947368,0.631578947368421,0.01,1.310176743219572
0.1052631578947368,0.7368421052631579,0.01,1.1605909818980746
0.1052631578947368,0.8421052631578947,0.01,0.8686487330814754
0.1052631578947368,0.9473684210526316,0.01,2.529824747464189
0.2105263157894736,0.0,0.01,1.3386553519945386
0.2105263157894736,0.1052631578947368,0.01,-0.7689198456638671
0.2105263157894736,0.2105263157894736,0.01,-1.43007425107656
0.2105263157894736,0.3157894736842105,0.01,1.859454101430161
0.2105263157894736,0.4210526315789473,0.01,2.8724926779504982
0.2105263157894736,0.5263157894736842,0.01,-0.04622634343015852
0.2105263157894736,0.631578947368421,0.01,1.085649052912972
0.2105263157894736,0.7368421052631579,0.01,-0.06268442095785631
0.2105263157894736,0.8421052631578947,0.01,0.33497357420591445
0.2105263157894736,0.9473684210526316,0.01,4.058742919337968
0.3157894736842105,0.0,0.01,0.7017255572846988
0.3157894736842105,0.1052631578947368,0.01,0.46087280465272706
0.3157894736842105,0.2105263157894736,0.01,0.6338265074354377
0.3157894736842105,0.3157894736842105,0.01,-0.6529567828652862
0.3157894736842105,0.4210526315789473,0.01,1.0788222612843361
0.3157894736842105,0.5263157894736842,0.01,2.673917889750661
0.3157894736842105,0.631578947368421,0.01,2.3967115352426345
0.3157894736842105,0.7368421052631579,0.01,0.5245097421492757
0.3157894736842105,0.8421052631578947,0.01,0.24725196899990842
0.3157894736842105,0.9473684210526316,0.01,1.914359955972099
0.4210526315789473,0.0,0.01,0.43740076333332123
0.4210526315789473,0.1052631578947368,0.01,0.38952865217997135
0.4210526315789473,0.2105263157894736,0.01,-0.1460756149567124
0.4210526315789473,0.3157894736842105,0.01,1.5336718266704903
0.4210526315789473,0.4210526315789473,0.01,0.8804168950472255
0.4210526315789473,0.5263157894736842,0.01,0.8872992908665972
0.4210526315789473,0.631578947368421,0.01,1.0601195762860065
0.4210526315789473,0.7368421052631579,0.01,1.5426802104539523
0.4210526315789473,0.8421052631578947,0.01,0.2364385804536817
0.4210526315789473,0.9473684210526316,0.01,0.2885188593991941
0.5263157894736842,0.0,0.01,-2.048095440526295
0.5263157894736842,0.1052631578947368,0.01,0.9361772333538523
0.5263157894736842,0.2105263157894736,0.01,2.6293196299415746
0.5263157894736842,0.3157894736842105,0.01,1.8583543404387028
0.5263157894736842,0.4210526315789473,0.01,0.9036284232238911
0.5263157894736842,0.5263157894736842,0.01,-0.10494451577040342
0.5263157894736842,0.631578947368421,0.01,0.7622480205719683
0.5263157894736842,0.7368421052631579,0.01,0.5930361105084985
0.5263157894736842,0.8421052631578947,0.01,1.688206612030418
0.5263157894736842,0.9473684210526316,0.01,1.1781036902917899
0.631578947368421,0.0,0.01,1.0389490472557896
0.631578947368421,0.1052631578947368,0.01,0.2920532623882345
0.631578947368421,0.2105263157894736,0.01,-0.5487717399495115
0.631578947368421,0.3157894736842105,0.01,2.6229797235697867
0.631578947368421,0.4210526315789473,0.01,-0.32799514042038713
0.631578947368421,0.5263157894736842,0.01,-0.11886286962662274
0.631578947368421,0.631578947368421,0.01,0.4870974330992801
0.631578947368421,0.7368421052631579,0.01,0.7751572315322829
0.631578947368421,0.8421052631578947,0.01,2.229132205531218
