iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
50,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,2264,2264,2260,2254
50,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,1.372730133291477,0.26140230102487344,0.9998300022770583,0.22405456959308498,2113,2113,2112,2100
50,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0275814637223324,0.3435569122142829,0.9998300022770583,0.3071937692638214,2314,2314,2308,2300
50,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.0384575045926265,1.0376138604807088,0.9998300022770583,0.7535306473122683,2164,2164,2159,2154
100,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,4569,4569,4561,4542
100,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,4.6995243549041055,0.3197922024619355,0.9998300022770583,0.22405456959308498,4793,4793,4778,4771
100,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0484787720731643,0.4237508600768728,0.9998300022770583,0.3071937692638214,4794,4794,4784,4767
100,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.0384575045926265,1.0376138604807088,0.9998300022770583,0.7535306473122683,4394,4394,4385,4375
150,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,6849,6849,6838,6812
150,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,7448,7448,7423,7411
150,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,7599,7599,7572,7555
150,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.0384575045926265,1.0376138604807088,0.9998300022770583,0.7535306473122683,6924,6924,6910,6890
200,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,9254,9254,9238,9197
200,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,10278,10278,10241,10230
200,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,10429,10429,10384,10372
200,0.99,True,True,-0.49033683294575287,0.9900000000000004,0.9998300022770583,0.7535306473122683,1.0384575045926265,1.0376138604807088,0.9998300022770583,0.7535306473122683,9479,9479,9459,9427
250,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,11609,11609,11590,11533
250,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,13008,13008,12960,12941
250,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,13284,13284,13230,13199
