iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
50,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,1.372730133291477,0.26140230102487344,0.9998300022770583,0.22405456959308498,2113,2113,2112,2100
100,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,4.6995243549041055,0.3197922024619355,0.9998300022770583,0.22405456959308498,4793,4793,4778,4771
150,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,7448,7448,7423,7411
200,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,10278,10278,10241,10230
250,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,13008,13008,12960,12941
300,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,15838,15838,15783,15756
350,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,18643,18643,18580,18540
400,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,6.284517941839066,0.34022275324058177,0.9998300022770583,0.22405456959308498,21423,21423,21348,21306
450,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,24203,24203,24115,24071
500,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,27008,27008,26906,26860
550,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,29988,29988,29875,29827
600,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,33118,33118,32983,32943
650,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,36098,36098,35952,35918
700,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,39053,39053,38895,38854
750,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,42058,42058,41884,41833
800,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,45163,45163,44973,44910
850,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,48068,48068,47859,47799
900,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,99.9180120815586,0.37311458796356706,0.9998300022770583,0.22405456959308498,51098,51098,50870,50812
950,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,187.3372492726853,0.376214703516566,0.9998300022770583,0.22405456959308498,53953,53953,53711,53644
1000,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,187.3372492726853,0.376214703516566,0.9998300022770583,0.22405456959308498,56908,56908,56655,56583
1050,0.8,True,True,-0.4296347361445697,0.8000000000000004,0.9998300022770583,0.22405456959308498,187.3372492726853,0.376214703516566,0.9998300022770583,0.22405456959308498,59763,59763,59495,59415
