iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
10,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,319,319,256,157
20,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,765,765,632,386
30,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,1186,1186,984,595
40,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,1682,1682,1409,823
50,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,2178,2178,1828,1059
60,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,2624,2624,2214,1276
70,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,3145,3145,2646,1508
80,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,3566,3566,2998,1710
90,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,4037,4037,3392,1935
100,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,4458,4458,3749,2129
110,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,5054,5054,4246,2432
120,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,5500,5500,4615,2641
130,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,5946,5946,5003,2859
140,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,6442,6442,5425,3105
150,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0274146160596829,0.3258801055664128,0.9998300022770583,0.3071937692638214,6913,6913,5831,3315
160,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.030677390611756,0.3288526523936268,0.9998300022770583,0.3071937692638214,7384,7384,6223,3543
170,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.030677390611756,0.3288526523936268,0.9998300022770583,0.3071937692638214,7855,7855,6615,3762
180,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0323747303753668,0.3300027844036687,0.9998300022770583,0.3071937692638214,8301,8301,6979,3980
190,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0465472125247173,0.3339080911607205,0.9998300022770583,0.3071937692638214,8822,8822,7420,4211
200,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0512654479860657,0.33427611543654384,0.9998300022770583,0.3071937692638214,9293,9293,7813,4432
