iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
25,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,1050,1050,877,526
50,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,2178,2178,1827,1059
75,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,3355,3355,2832,1607
100,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,4583,4583,3876,2196
125,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,5660,5660,4796,2721
150,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.011438013065934,0.3242060025673299,0.9998300022770583,0.3071937692638214,6913,6913,5848,3315
175,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,8040,8040,6792,3855
200,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,9218,9218,7788,4395
225,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,10370,10370,8771,4947
250,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,11523,11523,9760,5499
275,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,12700,12700,10744,6052
300,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,13903,13903,11746,6663
325,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,15180,15180,12819,7270
350,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0932548231633814,0.34490712448367455,0.9998300022770583,0.3071937692638214,16283,16283,13747,7837
375,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,17560,17560,14824,8431
400,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,18738,18738,15802,9040
425,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,19965,19965,16841,9616
450,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,21168,21168,17856,10179
475,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,22470,22470,18943,10813
500,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.1015734598168916,0.3509038292325157,0.9998300022770583,0.3071937692638214,23748,23748,20015,11438
