iteration,z_variable,pi_source,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,BestRandomStart_z_over_BestRandomStart_z,BestRandomStart_y_over_BestRandomStart_y,BestRandomStart_z_over_Vincent_z,BestRandomStart_y_over_Vincent_y,ABC_z_over_BestRandomStart_z,ABC_y_over_BestRandomStart_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_BestRandomStart_z,Random_y_over_BestRandomStart_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,Var_z_BestRandomStart,Var_y_BestRandomStart,Var_z_Vincent_z,Var_y_Vincent_y,Var_z_ABC,Var_y_ABC,Var_z_Random,Var_y_Random
1050,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,1.0,1.0,0.1423209327503851,0.16960942700252357,7.026373291175971,0.8695642439523935,1.0000000006525573,0.14748629315864809,1.168639458557033,0.9168774472884337,0.16632185779074196,0.15551105846612776,35092,35092,326.3895583526345,74668.66390311507,46.452066384733186,12664.509299651363,46.452066354420545,85869.05961510878,279.2902087660475,81437.99820132952
1050,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0,1.0,0.11385207020282773,0.10878628734162457,8.266278238129837,1.3652051138983758,0.9411328902836652,0.148515595800804,1.1079936987334595,1.004614340788946,0.1261473763724926,0.10928826434458302,34827,34827,393.75950748929824,213908.74823187475,44.83033508970245,23270.338550039953,47.63443670127204,156686.1609689208,355.38063793991086,212926.2340251757
1050,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,1.0,1.0,0.16487566504923296,0.07785465503952657,5.861235535290853,1.1134819713457489,0.9663751068912763,0.0866897547718553,1.2006756641652423,1.0220986271143755,0.1979621986376738,0.07957513603036338,34732,34732,393.4030605089669,166422.2684370627,64.86259123381956,12956.748300063007,67.11947645513703,149461.1252986212,327.6513985002573,162824.0798120548
1050,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,1.0,1.0,0.17967172702245643,0.20041499164692184,5.565705971417854,1.7683547855422124,1.0000000039838444,0.3544048095732367,1.187921039818576,1.018580072765208,0.2134358247905158,0.20413871677496018,35169,35169,332.87136045821677,63191.42692659876,59.80757220984243,12664.509299651363,59.80757197157837,35734.58643211296,280.2133721859613,62038.74257528792
1050,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0,1.0,0.24176842810204882,0.10542763051258153,4.042430295895378,1.214517229163676,0.9773320183507257,0.12804367368743233,1.094796577196291,1.1152995745061411,0.26468724756025064,0.11758339145187284,34738,34738,373.6780412182606,220723.3382454035,90.34355264159149,23270.338550039953,92.4389572277072,181737.51095930926,341.3218939496759,197904.97843876664
1050,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,1.0,1.0,0.25044956404464597,0.08025976999260122,3.979309531294438,1.2618867332364894,0.9966163373113964,0.10127873896627557,1.2058984177563912,1.0847324858934744,0.3020167330092165,0.0870603798213128,34540,34540,414.6417228322264,161435.15364244665,103.84683871805203,12956.748300063007,104.19941438869338,127931.57213753843,343.84465285532036,148824.8538158931
1050,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,1.0,1.0,0.1796132532438697,0.24137664783827598,5.4276911615178305,2.246839195705816,0.9748852671232153,0.542334513291118,1.2993839458309955,1.0928123902628897,0.23338657772356128,0.2637793914777901,34933,34933,330.40054561543735,52467.831553186006,59.34431687153827,12664.509299651363,60.8731292520782,23351.840956603883,254.27476357200652,48011.74659134695
1050,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0,1.0,0.36078607583186517,0.10826630997777406,2.674766748440757,1.1529135859173913,0.9650185989354984,0.12482169967051933,1.1178019273714523,1.1592192317067012,0.4032873709336418,0.1255043886721548,34756,34756,431.79575539072573,214936.10112709217,155.78589614827587,23270.338550039953,161.43305043044936,186428.63069053364,386.2900437165174,185414.5404494756
1050,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,1.0,1.0,0.39225916839352604,0.08489706069157466,2.5493349310239,1.393939545337621,1.0000000000000022,0.11834137018091398,1.137928274424219,1.0180495687215483,0.4463627986171242,0.08642941602278469,34747,34747,437.12051619460385,152617.16005850906,171.46453017024413,12956.748300063007,171.46453017024376,109486.21162874336,384.1371429282595,149911.3252905391
1100,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,1.0,1.0,0.1423209327503851,0.16960942700252357,7.026373291175971,0.8695642439523935,1.0000000006525573,0.14748629315864809,1.168639458557033,0.9168774472884337,0.16632185779074196,0.15551105846612776,36778,36778,326.3895583526345,74668.66390311507,46.452066384733186,12664.509299651363,46.452066354420545,85869.05961510878,279.2902087660475,81437.99820132952
