iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
50,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,2264,2264,2260,2254
100,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,4569,4569,4561,4542
150,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0710880641832694,0.07618017697778351,0.9998300022770583,0.07544808734629083,6849,6849,6838,6812
200,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,9254,9254,9238,9197
250,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,11609,11609,11590,11533
300,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,13964,13964,13943,13875
350,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,16244,16244,16217,16139
400,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,18599,18599,18568,18480
450,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,21004,21004,20965,20875
500,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,23409,23409,23359,23270
550,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,25814,25814,25759,25664
600,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,28344,28344,28284,28181
650,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,30574,30574,30511,30398
700,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,32929,32929,32861,32744
750,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,35209,35209,35138,35006
800,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,37539,37539,37466,37323
850,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.0946206115257844,0.07660028164652677,0.9998300022770583,0.07544808734629083,39844,39844,39766,39616
900,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.1339948609319352,0.07715898752530594,0.9998300022770583,0.07544808734629083,42249,42249,42166,41999
950,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.1339948609319352,0.07715898752530594,0.9998300022770583,0.07544808734629083,44479,44479,44391,44221
1000,0.0,True,True,-0.533298333379086,-1.2741350795703174e-16,0.9998300022770583,0.07544808734629083,1.1339948609319352,0.07715898752530594,0.9998300022770583,0.07544808734629083,46884,46884,46792,46606
