iteration,z_variable,pi_source,corr_y_z,corr_y_pi,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,ABC_eff_z,ABC_eff_y,Random_eff_z,Random_eff_y,Vincent_eff_z,Vincent_y_eff_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
10,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,0.9999977436321681,0.183392067733469,1.2583702859503596,0.16174057298328848,1.1307175531348,0.1707068050685941,1.2086430683582003,1.0088780290868484,1.0860348087726797,1.064806077242663,0.9604828418571536,6.2376311056539215,405,405,404,404
10,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0000001688079299,0.4340927616676112,1.1929015430013423,0.20648894518135114,1.0738068982381683,0.14776205335687323,1.0673954388177593,0.7009744010834115,0.9608308347616724,0.5016124072100873,0.8947892180038519,3.3947308920958124,429,429,429,428
10,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,0.9999998850628031,0.6007605803465894,1.1915941849081835,0.12181053740202837,1.1332929422747189,0.13560359818319007,0.9953212771077979,0.742671727483309,0.9466230978032533,0.826767212948732,0.8352854434116687,6.09694155631352,404,404,403,403
10,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,0.9999989657549232,0.183392067733469,1.1099512770443554,0.19160322904804156,1.0185029749038998,0.17073913772138216,1.1887342809010575,1.195150261453797,1.0907950884943147,1.0650077564034222,1.0709787947327654,6.2376311056539215,455,455,454,455
10,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0000002051534513,0.4340927616676112,1.2878348981874885,0.17342316344469977,1.0000002051534513,0.4340927616676112,1.5523346731337122,0.5887249703507035,1.2053835423976316,1.4736281080682245,1.2053832951090884,3.3947308920958124,254,254,254,253
10,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,0.9999998810396256,0.6007605803465894,1.1414982533082836,0.34328605806386225,0.9999998810396256,0.6007605803465894,1.5453294427548723,2.0929950331126177,1.353772775773628,3.6628021477101482,1.3537729368189635,6.09694155631352,279,279,279,279
10,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,0.9999985249405379,0.183392067733469,1.190447466745022,0.1792426931828504,1.0763853166345763,0.16868934260465723,1.1875291860066635,1.1180497984585298,1.073746649558258,1.0522218906231213,0.9975485850321999,6.2376311056539215,379,379,378,377
10,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0000004373609195,0.4340927616676112,1.1531564007349397,0.20494601841796803,1.0000004373609195,0.4340927616676112,1.406859404405555,0.6957365799355134,1.2200079874804886,1.4736281080682245,1.2200074538969068,3.3947308920958124,229,229,229,228
10,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,0.9999995148138413,0.6007605803465894,1.0317568539418454,0.3791328974952547,0.9999995148138413,0.6007605803465894,1.7173470479062616,2.311551118104372,1.6644873335341486,3.6628021477101482,1.664488141120756,6.09694155631352,304,304,304,303
20,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,0.9999977436321681,0.183392067733469,1.3811802404537856,0.16150259313792306,1.1307175531348,0.1707068050685941,1.3265999224679987,1.0073935986008784,1.0860348087726797,1.064806077242663,0.9604828418571536,6.2376311056539215,951,951,949,950
20,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0000001688079299,0.4340927616676112,1.333862221118351,0.2025738973998845,1.0738068982381683,0.14776205335687323,1.1935255337593704,0.6876838674356355,0.9608308347616724,0.5016124072100873,0.8947892180038519,3.3947308920958124,850,850,850,849
20,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,0.9999998850628031,0.6007605803465894,1.2303240494002052,0.12107848556855323,1.1332929422747189,0.13560359818319007,1.0276717691432902,0.738208450238419,0.9466230978032533,0.826767212948732,0.8352854434116687,6.09694155631352,900,900,897,899
20,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,0.9999989657549232,0.183392067733469,1.138294777024946,0.18750421900334135,1.0185029749038998,0.17073913772138216,1.2190895683487786,1.1695821488965872,1.0907950884943147,1.0650077564034222,1.0709787947327654,6.2376311056539215,826,826,825,826
20,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0000002051534513,0.4340927616676112,1.4724908228746743,0.16618454658655088,1.0000002051534513,0.4340927616676112,1.774915840094568,0.5641518140863,1.2053835423976316,1.4736281080682245,1.2053832951090884,3.3947308920958124,625,625,625,624
20,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,0.9999998810396256,0.6007605803465894,1.2170791933191338,0.2509045002636737,0.9999998810396256,0.6007605803465894,1.6476488738808988,1.5297500743236687,1.353772775773628,3.6628021477101482,1.3537729368189635,6.09694155631352,575,575,575,575
20,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,0.9999985249405379,0.183392067733469,1.3024319918244525,0.20034198608991713,1.0763853166345763,0.16868934260465723,1.2992391905451524,1.2496594042029523,1.073746649558258,1.0522218906231213,0.9975485850321999,6.2376311056539215,850,850,849,848
20,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0000004373609195,0.4340927616676112,1.1822090856677225,0.19953851312366958,1.0000004373609195,0.4340927616676112,1.4423038965792683,0.6773795546637867,1.2200079874804886,1.4736281080682245,1.2200074538969068,3.3947308920958124,575,575,575,574
20,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,0.9999995148138413,0.6007605803465894,1.0595669639762855,0.2932828246375196,0.9999995148138413,0.6007605803465894,1.7636366462618505,1.788128241285504,1.6644873335341486,3.6628021477101482,1.664488141120756,6.09694155631352,700,700,700,699
30,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,0.9999977436321681,0.183392067733469,1.3811802404537856,0.16150259313792306,1.1307175531348,0.1707068050685941,1.3265999224679987,1.0073935986008784,1.0860348087726797,1.064806077242663,0.9604828418571536,6.2376311056539215,1397,1397,1395,1396
30,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0000001688079299,0.4340927616676112,1.4753863398027625,0.21147371526720768,1.1320673484562402,0.1576161282230765,1.3201597892456791,0.7178963540838638,1.0129616574528533,0.5350643395714124,0.8947892180038519,3.3947308920958124,1196,1196,1196,1194
30,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,0.9999998850628031,0.6007605803465894,1.2806350516622143,0.1193707421982909,1.148121083376207,0.12292400362051872,1.0696958169761979,0.7277964387167477,0.9590088282181805,0.7494604659423741,0.8352854434116687,6.09694155631352,1296,1296,1291,1295
30,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,0.9999989657549232,0.183392067733469,1.1750867884279457,0.1946366780122925,1.0185029749038998,0.17073913772138216,1.2584930323769572,1.2140717970706225,1.0907950884943147,1.0650077564034222,1.0709787947327654,6.2376311056539215,1072,1072,1071,1072
30,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0000002051534513,0.4340927616676112,1.6232610996519794,0.16924209527305295,1.0000002051534513,0.4340927616676112,1.9566518131209052,0.5745313690664555,1.2053835423976316,1.4736281080682245,1.2053832951090884,3.3947308920958124,1046,1046,1045,1045
30,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,0.9999998810396256,0.6007605803465894,1.243625411401847,0.25003182370478766,0.9999998810396256,0.6007605803465894,1.68358642549617,1.5244294163465757,1.353772775773628,3.6628021477101482,1.3537729368189635,6.09694155631352,846,846,845,846
30,z_90,equal,0.9000000000000001,0.0,0.9000000000000001,0.9999985249405379,0.183392067733469,1.3368829542962979,0.21032805604730684,1.0763853166345763,0.16868934260465723,1.3336056994119392,1.3119488247924025,1.073746649558258,1.0522218906231213,0.9975485850321999,6.2376311056539215,1296,1296,1295,1294
30,z_90,size_80,0.9000000000000001,0.7964686621946876,-0.29463027700024136,1.0000004373609195,0.4340927616676112,1.2173867641464184,0.19668637921681031,1.0000004373609195,0.4340927616676112,1.4852209265340661,0.6676973275817777,1.2200079874804886,1.4736281080682245,1.2200074538969068,3.3947308920958124,896,896,896,895
30,z_90,size_90,0.9000000000000001,0.8714416182858846,-0.5420575768862299,0.9999995148138413,0.6007605803465894,1.0940347815837685,0.2813285617551193,0.9999995148138413,0.6007605803465894,1.8210079199198193,1.715243799142701,1.6644873335341486,3.6628021477101482,1.664488141120756,6.09694155631352,871,871,871,870
40,z_00,equal,-1.376981811053447e-17,0.0,6.722437906588872e-18,0.9999977436321681,0.183392067733469,1.4332815922462097,0.16561966168932507,1.1307175531348,0.1707068050685941,1.3766423769021856,1.0330743534612132,1.0860348087726797,1.064806077242663,0.9604828418571536,6.2376311056539215,1593,1593,1591,1592
40,z_00,size_80,-1.376981811053447e-17,0.7964686621946876,-0.019581006445603694,1.0000001688079299,0.4340927616676112,1.5386779206199326,0.21486234991633782,1.1320673484562402,0.1576161282230765,1.3767924133513023,0.7293998568092921,1.0129616574528533,0.5350643395714124,0.8947892180038519,3.3947308920958124,1392,1392,1392,1390
40,z_00,size_90,-1.376981811053447e-17,0.8714416182858846,0.0422758631115996,0.9999998850628031,0.6007605803465894,1.3318601608045337,0.11786537806326312,1.148121083376207,0.12292400362051872,1.1124834049799512,0.7186183215645129,0.9590088282181805,0.7494604659423741,0.8352854434116687,6.09694155631352,1592,1592,1587,1591
40,z_80,equal,0.8000000000000002,0.0,0.8000000000000003,0.9999989657549232,0.183392067733469,1.1943706613204124,0.1977033447875773,1.0219951817152426,0.1781631794606158,1.2791456513251112,1.2332005331388143,1.094535167936084,1.111316190085739,1.0709787947327654,6.2376311056539215,1293,1293,1292,1293
40,z_80,size_80,0.8000000000000002,0.7964686621946876,-0.3338028997675349,1.0000002051534513,0.4340927616676112,1.7036237615250707,0.16718171828905917,1.0000002051534513,0.4340927616676112,2.0535196232932296,0.5675369436695287,1.2053835423976316,1.4736281080682245,1.2053832951090884,3.3947308920958124,1267,1267,1266,1266
40,z_80,size_90,0.8000000000000002,0.8714416182858846,-0.5117759861486383,0.9999998810396256,0.6007605803465894,1.2962621862465737,0.2551342004091807,0.9999998810396256,0.6007605803465894,1.7548446667623945,1.5555383089115558,1.353772775773628,3.6628021477101482,1.3537729368189635,6.09694155631352,1067,1067,1065,1067
