iteration,y_correlation_target,pi_decreasing,z_over_pi_increasing,corr_y_z,corr_y_over_pi_z_over_pi,Start_z_over_Vincent_z,Start_y_over_Vincent_y,ABC_z_over_Vincent_z,ABC_y_over_Vincent_y,Random_z_over_Vincent_z,Random_y_over_Vincent_y,evaluations_ABC,evaluations_Random,valid_ABC,valid_Random
50,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0275814637223324,0.3435569122142829,0.9998300022770583,0.3071937692638214,2314,2314,2308,2300
100,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,1.0484787720731643,0.4237508600768728,0.9998300022770583,0.3071937692638214,4794,4794,4784,4767
150,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,7599,7599,7572,7555
200,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,10429,10429,10384,10372
250,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,23.05872489923282,1.255697968978874,0.9998300022770583,0.3071937692638214,13284,13284,13230,13199
300,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,54.97670663316111,1.4381623329865463,0.9998300022770583,0.3071937692638214,16139,16139,16074,16039
350,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,54.97670663316111,1.4381623329865463,0.9998300022770583,0.3071937692638214,19094,19094,19010,18983
400,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,54.97670663316111,1.4381623329865463,0.9998300022770583,0.3071937692638214,22124,22124,22023,22000
450,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,54.97670663316111,1.4381623329865463,0.9998300022770583,0.3071937692638214,25104,25104,24988,24957
500,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,54.97670663316111,1.4381623329865463,0.9998300022770583,0.3071937692638214,28084,28084,27945,27918
550,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,417.4072108149716,2.042952890828446,0.9998300022770583,0.3071937692638214,31189,31189,31028,31002
600,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,417.4072108149716,2.042952890828446,0.9998300022770583,0.3071937692638214,34119,34119,33940,33914
650,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,417.4072108149716,2.042952890828446,0.9998300022770583,0.3071937692638214,37124,37124,36931,36895
700,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,417.4072108149716,2.042952890828446,0.9998300022770583,0.3071937692638214,40254,40254,40047,40005
750,0.9,True,True,-0.4400356595596672,0.9,0.9998300022770583,0.3071937692638214,417.4072108149716,2.042952890828446,0.9998300022770583,0.3071937692638214,43209,43209,42981,42943
