x,y,prob
0.3789297591826446,0.2949925833683232,0.0072065153112251
0.8730458964935736,0.5882847447721204,0.0161153741123434
0.4580400889846471,0.8165581355638409,0.0098279827884514
0.162849419575527,0.389780608485428,0.0023971329881226
0.7383774347320035,0.3743484263038215,0.0140344507618898
0.2647755471878047,0.1301007842059774,0.0042636181725502
0.957390260079242,0.5011880960622759,0.0190653348469458
0.4046332923729371,0.9065094411794564,0.0080610788546995
0.6450100605030792,0.3820539679102271,0.0118784088012344
0.2286392796690011,0.2772344010570727,0.0034936045296216
0.3292713804894694,0.1885784922916505,0.0062216718141436
0.5257434259542432,0.8884034857355149,0.0115594962439909
0.085038670174906,0.3568148732155166,0.0007138120472291
0.8251158384148318,0.4358768714890987,0.0157974212646705
0.7163933103726634,0.5142385247308021,0.0132463136778439
0.9422242754280956,0.5642705657295636,0.0185500290294003
0.4043203354500833,0.8636477148223398,0.0080340205530295
0.083615647833493,0.433840542515223,0.0006081611073382
0.2740956770480753,0.4140774792323599,0.0046704799361403
0.8771647745032071,0.445134281296866,0.0161183871558709
0.9306804008768254,0.618477661480566,0.0182117924036651
0.3285880994945607,0.2636425622382271,0.0061316509302523
0.398085226434096,0.818693464947292,0.0079770137380357
0.7385777678621985,0.4312899039482634,0.0140399391443612
1.0186372083122994,0.45292574958746,0.0201598934561705
0.2556797598059415,0.3017297117115054,0.0042379401632295
0.1811629672459224,0.3107754623074884,0.0029861032868137
0.6454539817808592,0.437954650962663,0.011888074148208
0.4749258442256944,0.8647849220105748,0.0104899289882251
0.6641875670071976,0.2732611170677926,0.0122803856394881
0.1626709334716659,0.4302132355216458,0.0023821412829367
0.9106872923514334,0.5066432600971337,0.0172016408772404
0.2508376067119903,0.2451515505092761,0.0042026427310318
0.9352582888120222,0.4689516985557239,0.0183584643876634
0.7715213292243082,0.4054152952784952,0.0152857545424486
0.1209945227950063,0.376566084445526,0.0012070713891164
0.5488187960587578,0.3524862308922752,0.0117317075287129
0.7511016584825818,0.3308902810509735,0.0149536131235401
0.3835013711971733,0.1793449469991073,0.007368158535696
0.4226362778797659,0.7661965596348422,0.0087166576866043
0.0137993846435714,0.3577968869064379,0.0002383893463347
1.0038082912246762,0.5764732465495493,0.0201095151440426
0.2964250394299704,0.1486850629268295,0.0051797957107042
0.4911985954085852,0.771610460309228,0.0110656551332297
0.1960026603940683,0.3295476093521222,0.0030626107089974
0.2709910037162695,0.3405141586481063,0.0046592346285453
0.9008182465276732,0.5651281257398231,0.0166687139935167
0.6720191894279672,0.4163709846107891,0.0124470011468402
0.1136760960216651,0.3140219389309889,0.0010241522660747
0.3449940970945568,0.8777787822834947,0.0065748657917835
0.1244751224723325,0.4679558700073074,0.0012919289762579
0.4682172393979669,0.83099603888837,0.0103228549353967
0.2772376702676469,0.1965756590404516,0.0047264611965195
0.2179118817296559,0.4285225860615383,0.0034025086011844
0.9861453063933204,0.4955940959741515,0.0197424659312268
0.4847702746059135,0.9120240396049446,0.0108436020368127
0.122496561352203,0.4143034152496533,0.0012638504328877
0.4494563613967908,0.8789980377584016,0.0097678087477426
0.3762819460090729,0.2103377423593204,0.0071434573905478
0.6960377781941313,0.3573985055738425,0.0127210041097539
0.963480052073272,0.5354533613883954,0.0192867773803261
0.4994715182793227,0.8071025051139227,0.011197696230187
0.238250481146664,0.1899965947921336,0.0038943934948188
0.829303575423545,0.3695265729786697,0.0159018861035366
0.3072384050142375,0.2209185264687987,0.0053943435090203
0.7855755066424499,0.4499703492040037,0.0155946667840681
0.8904546298938605,0.4760617464241597,0.0164266388534798
0.4382012977213243,0.2890073503980493,0.0093029260368163
0.9337455043885358,0.5223021831376166,0.0183032679666026
0.517099888758638,0.8676288069746995,0.0115509593892104
0.7969210028346542,0.5011168632869138,0.0157013187618299
0.1461878502038245,0.3288243246209044,0.0020187954292238
0.206094799565269,0.3977945054369985,0.0032744340308438
0.7397703484874366,0.4082749851559211,0.0140972858852575
0.3510824011454859,0.3133263609990601,0.0067006035348162
0.7705664634571765,0.3549951159428892,0.0152597521932252
0.4341892961179237,0.957591140897957,0.0091752361223748
0.1867246665281954,0.2378673436512537,0.0030165594260452
0.312533342445376,0.2861095659060624,0.0054203035230949
0.0664567364193723,0.4636504577839776,0.0003171329314373
1.0676980057580854,0.4701867601615769,0.0202935362144732
0.6049184993393166,0.4590016993735172,0.0117743174569954
0.9211026475010616,0.432602410986801,0.0178228075476201
0.2364670293195146,0.4885175184913434,0.0037319667750366
0.7059666647244616,0.3935445383195332,0.0132091883226801
0.6401764976719276,0.3287781832108762,0.0118698836117278
0.909083228730072,0.6673769504509504,0.0171439297319278
0.2118093493577381,0.3526758205562193,0.0032986032656104
0.886165143772486,0.391188831041845,0.0163529802883219
0.8250599980620406,0.5898507470207511,0.0157944546838705
0.2777389068158953,0.2481653040159473,0.004879722515536
0.3481528741027637,0.1256050850719643,0.0066792995983957
0.4389333675129316,0.8411092628201773,0.0093294737852993
0.3792222477831672,0.8453862174153738,0.0072603088850861
0.72067231033717,0.4726151414149008,0.0132509823580444
0.3382167713761031,0.1729679676719219,0.0064553149591875
0.2047685956954934,0.1318881613619943,0.0032443383056705
0.9578244543040286,0.440248762745741,0.0190995008333242
0.6506409904005007,0.4952757106758628,0.0119932933156541
0.1747822765602748,0.405425505040105,0.002847114440916
