Method,D,V,M,L,HT
Nmcs,0.28191991399125005,0.13405344086931023,-0.02806469120025689,0.564725758228721,767.4503345704004
Nmcs,0.2912838615115351,0.304263116408115,-0.13187796189402426,1.8794801327687847,345.92678571428576
Nmcs,0.08520999014642178,0.030995620204977696,-0.25901158276090575,0.4774658218787069,535.6018498563218
Nmcs,0.15760537224166998,0.050219998713956514,-0.28850519881828623,0.5530038189034369,394.7540896805897
Nmcs,0.18434276118407053,0.17750624385387342,-0.012059951319515084,0.6604556524872597,687.6482667004049
Nmcs,0.03148198548720434,0.023054416823190323,-0.34993712188106973,0.4596873569281867,629.4930198690977
Nmcs,0.08122186999358948,0.040858257596459474,-0.2690249096986491,0.43789429785504186,508.8863527676027
Nmcs,0.10645702335453118,0.05640161187191783,-0.23876074723789478,0.7751124775724992,322.84451847763967
Nmcs,-0.11211243993773522,0.051976925685610076,-0.29380997523126684,0.4395055472516859,563.5940504966048
Nmcs,-0.14498330778098256,0.08121431290104202,-0.03489901806946143,1.106766456969825,287.1061868159015
Nmcs,0.2912838615115351,0.304263116408115,-0.13187796189402426,1.8794801327687847,345.92678571428576
Nmcs,0.1743962517893273,0.0626639420572614,-0.27737058356425737,0.6221938379960332,410.3765896805897
Nmcs,-0.041792720854561385,0.035362944036800424,-0.058633694778224714,0.5485117682668944,565.8717307467308
Nmcs,-0.14451874999189365,0.05386230335819971,-0.2692684936676095,0.4649646282249568,613.5686847314176
Nmcs,0.012669175658060791,0.01069590241495768,-0.24302536208673045,0.5275068270512302,488.4792803030303
Nmcs,0.14635100933043854,0.05353349414766988,-0.23091326708285692,0.7274757339226468,298.04689943002063
Nmcs,-0.03366423198584363,0.021951010961561806,-0.24785921661005816,0.5348658611362567,558.432445032445
Nmcs,0.15760537224166998,0.050219998713956514,-0.28850519881828623,0.5530038189034369,394.7540896805897
Nmcs,0.18695618728740657,0.0600818166432313,-0.25018300991211906,0.6671132657722167,444.29180176767676
Nmcs,0.1743962517893273,0.0626639420572614,-0.27737058356425737,0.6221938379960332,410.3765896805897
Nmcs,-0.14451874999189365,0.05386230335819971,-0.2692684936676095,0.4649646282249568,613.5686847314176
Nmcs,-0.017794847093077215,0.026884583178371817,-0.3307157111796393,0.47287166339888914,742.1911528407413
Nmcs,0.14635100933043854,0.05353349414766988,-0.23091326708285692,0.7274757339226468,298.04689943002063
Nmcs,0.027886030313990708,0.010769654013581181,-0.2351430199875779,0.6168301447092346,489.45394607843133
Nmcs,0.08214226055534078,0.07590214914463132,-0.32882502713650574,0.4168866072784572,461.37694136745597
Nmcs,-0.025709646514345222,0.07143075361252874,-0.20707859268576,0.7918465081626704,430.2954734299517
Nmcs,0.13650274604644005,0.1678730558803315,-0.29905818986959715,0.4913266417787831,602.2127642218754
Nmcs,-0.011333404924525843,0.03822184281122038,-0.31280901915683434,0.5887622045743222,502.7771865357644
Nmcs,0.05499437184202054,0.1099227372619018,-0.1427253936751687,0.7513106440352585,638.1718699690402
Nmcs,-0.14498330778098256,0.08121431290104202,-0.03489901806946143,1.106766456969825,287.1061868159015
Nmcs,-0.041792720854561385,0.035362944036800424,-0.058633694778224714,0.5485117682668944,565.8717307467308
Nmcs,0.11597503571401752,0.09587408205188004,-0.3426454487120509,0.4372503623546508,463.87811613730867
Nmcs,0.12053052324978066,0.07868442820270354,-0.14142172766263297,0.5236352572411905,639.2586525777359
Nmcs,0.10941803145760466,0.051932060129780785,-0.22596386449546824,0.38780347230619094,408.8851851851852
Nmcs,-0.14498330778098256,0.08121431290104202,-0.03489901806946143,1.106766456969825,287.1061868159015
Nmcs,0.14635100933043854,0.05353349414766988,-0.23091326708285692,0.7274757339226468,298.04689943002063
Nmcs,0.08122186999358948,0.040858257596459474,-0.2690249096986491,0.43789429785504186,508.8863527676027
Nmcs,0.22987704252694716,0.2715665743516883,-0.14481849566025976,1.821964371237811,340.8545454545455
Nmcs,-0.025709646514345222,0.07143075361252874,-0.20707859268576,0.7918465081626704,430.2954734299517
Nmcs,-0.03366423198584363,0.021951010961561806,-0.24785921661005816,0.5348658611362567,558.432445032445
Nmcs,0.14635100933043854,0.05353349414766988,-0.23091326708285692,0.7274757339226468,298.04689943002063
Nmcs,0.2132585592671036,0.07259336561860777,-0.27300813965642906,0.6214689959247042,429.9047146805897
Nmcs,-0.08578739070413566,0.03757897470988541,-0.2660830722432281,0.4892534153367615,541.3916421869166
Nmcs,0.03723302223331386,0.09162865322333796,-0.1260217016292468,0.5840126743694992,602.1886543222977
Nmcs,0.03723302223331386,0.09162865322333796,-0.1260217016292468,0.5840126743694992,602.1886543222977
Nmcs,-0.041792720854561385,0.035362944036800424,-0.058633694778224714,0.5485117682668944,565.8717307467308
Nmcs,0.12053052324978066,0.07868442820270354,-0.14142172766263297,0.5236352572411905,639.2586525777359
Nmcs,-0.14451874999189365,0.05386230335819971,-0.2692684936676095,0.4649646282249568,613.5686847314176
Nmcs,-0.16508766629289617,0.05386230335819971,-0.21933350196521922,0.41732443468368374,526.3330709206759
Nmcs,-0.08578739070413566,0.03757897470988541,-0.2660830722432281,0.4892534153367615,541.3916421869166
Nmcs,0.09518935180208785,0.037586349869747765,-0.2908321098581716,0.43739560844663994,519.3273105130902
Nmcs,0.11597503571401752,0.09587408205188004,-0.3426454487120509,0.4372503623546508,463.87811613730867
Nmcs,0.2842914187745192,0.16380729414065834,-0.05254186971315865,0.6457021860253602,712.8717288011696
Nmcs,-0.06418345047768229,0.09243377484164475,-0.15322425935584771,0.5536340069876307,750.7761220004794
Nmcs,0.2842914187745192,0.16380729414065834,-0.05254186971315865,0.6457021860253602,712.8717288011696
Nmcs,0.22987704252694716,0.2715665743516883,-0.14481849566025976,1.821964371237811,340.8545454545455
Nmcs,-0.11883059648470493,0.0434725469021115,-0.2628173223786363,0.43533294791483584,589.9046711259755
Nmcs,-0.013684634572682089,0.09523264800940714,-0.20416420597478127,0.5968173772266209,600.9058626774739
Nmcs,0.10941803145760466,0.051932060129780785,-0.22596386449546824,0.38780347230619094,408.8851851851852
Nmcs,-0.11883059648470493,0.0434725469021115,-0.2628173223786363,0.43533294791483584,589.9046711259755
Nmcs,0.06336045422812953,0.04876914087659052,-0.3407369829166275,0.22066740968146842,259.5041806020067
Nmcs,-0.014383414250500319,0.027997617720931643,-0.25203361087742476,0.5838177020893113,647.724210571185
Nmcs,-0.03459612397486943,0.11174132876462665,-0.1669585152107738,0.6217202907891338,679.1779680477879
Nmcs,-0.017794847093077215,0.026884583178371817,-0.3307157111796393,0.47287166339888914,742.1911528407413
Nmcs,0.1743962517893273,0.0626639420572614,-0.27737058356425737,0.6221938379960332,410.3765896805897
Nmcs,0.08122186999358948,0.040858257596459474,-0.2690249096986491,0.43789429785504186,508.8863527676027
Nmcs,0.012669175658060791,0.01069590241495768,-0.24302536208673045,0.5275068270512302,488.4792803030303
Nmcs,0.12053052324978066,0.07868442820270354,-0.14142172766263297,0.5236352572411905,639.2586525777359
Nmcs,-0.017794847093077215,0.026884583178371817,-0.3307157111796393,0.47287166339888914,742.1911528407413
Nmcs,0.10474506170571599,0.14056140485118046,-0.31625107249960804,0.47182050276711435,444.220038961039
Nmcs,0.18762969242703906,0.05754783463385836,-0.28148899816333833,0.8062017422702595,271.9566895524977
Nmcs,0.09753196816714305,0.02576540266925982,-0.3580637226352098,0.3624742559545483,366.0770248948106
Nmcs,0.09274030004491068,0.057009038232803136,-0.27980884507012965,0.48088237868732886,323.5564306020067
Nmcs,-0.06925096520283121,0.08774481209360283,-0.08663529146144645,0.5565940566369179,705.0602806543255
Nmcs,0.1743962517893273,0.0626639420572614,-0.27737058356425737,0.6221938379960332,410.3765896805897
Nmcs,-0.019168060753133435,0.042904249861606875,-0.26355002541314265,0.554911670315893,527.4278529411765
Nmcs,-0.16508766629289617,0.05386230335819971,-0.21933350196521922,0.41732443468368374,526.3330709206759
Nmcs,0.07146117558750423,0.0865061949678311,-0.34475786532732544,0.3639421472622215,466.5080601995196
Nmcs,-0.027915300932305407,0.019072445094175557,-0.25856306246400756,0.42166352705806454,540.7120833333333
Nmcs,-0.06925096520283121,0.08774481209360283,-0.08663529146144645,0.5565940566369179,705.0602806543255
Nmcs,-0.06418345047768229,0.09243377484164475,-0.15322425935584771,0.5536340069876307,750.7761220004794
Nmcs,0.09274030004491068,0.057009038232803136,-0.27980884507012965,0.48088237868732886,323.5564306020067
Nmcs,0.10482430650758974,0.14056140485118046,-0.23417983626956893,0.6006352278728103,411.48718181818185
Nmcs,0.11597503571401752,0.09587408205188004,-0.3426454487120509,0.4372503623546508,463.87811613730867
Nmcs,0.15465236954242467,0.11872191757434278,-0.24134789640150736,0.7930514692646193,664.1910980392157
Nmcs,0.20798353097552844,0.051827783563949216,-0.2622469743036184,0.6287858558534468,294.39407683878323
Nmcs,-0.14451874999189365,0.05386230335819971,-0.2692684936676095,0.4649646282249568,613.5686847314176
Nmcs,-0.06925096520283121,0.08774481209360283,-0.08663529146144645,0.5565940566369179,705.0602806543255
Nmcs,0.08520999014642178,0.030995620204977696,-0.25901158276090575,0.4774658218787069,535.6018498563218
