N,n,ite,rho,Method,D,V,M,L,HT
144,4,5000,0.0157187026637733,Wave,0.07458769067604581,0.07313455782270882,-0.2286427512547519,1.0466897049425685,269.95134949744477
144,4,5000,0.0157187026637733,Wave,0.21464575115557902,0.03318272870739085,-0.18314709831757536,1.6262178465052015,522.7578244044853
144,4,5000,0.0157187026637733,Wave,0.13368685746254877,0.31460182545476817,-0.24115172755596573,0.46099376990281554,153.11195010536665
144,4,5000,0.0157187026637733,Wave,-0.22710368301822093,0.022574155753528273,-0.2554251738495444,0.6129971556686709,304.11509194823344
144,4,5000,0.0157187026637733,Wave,-0.16162257914520675,0.027405338053805392,-0.2373589709406576,1.156735504256925,243.18927683130198
144,4,5000,0.0157187026637733,Wave,-0.11673960943856199,0.03499685888145473,-0.2590560055060358,0.3436518855523984,306.8627016221943
144,4,5000,0.0157187026637733,Wave,0.09695916506453553,0.21175967856774475,-0.18053965937516303,0.8301863484028009,179.45044211688878
144,4,5000,0.0157187026637733,Wave,0.08777970326894588,0.05258732823845852,-0.300870785143919,0.39108536545641887,166.42290719899944
144,4,5000,0.0157187026637733,Wave,-0.16702870053908983,0.053893779358051064,-0.17533744479394842,1.160758747427026,615.8482465503137
144,4,5000,0.0157187026637733,Wave,0.2863113876288023,0.13845690670541588,-0.1987821209722395,2.2346887340257044,214.08045575432726
144,4,5000,0.0157187026637733,Wave,-0.19307781317787615,0.09395557743011157,-0.1976143796257333,0.42981042714581746,227.24991847047238
144,4,5000,0.0157187026637733,Wave,0.13794323871977587,0.021409143413697772,-0.2895810895102441,0.2566029095522497,166.5450363980583
144,4,5000,0.0157187026637733,Wave,0.22756283246373563,0.08835508165992419,-0.20929336587940406,1.3090356738964235,181.6818572961019
144,4,5000,0.0157187026637733,Wave,-0.2789375207940739,0.13931300773414462,-0.23378949288487788,0.3517689071625495,235.1664865112506
144,4,5000,0.0157187026637733,Wave,0.17434605310531565,0.1671738129518624,-0.23636429841862144,0.42240873764698045,115.41176194518388
144,4,5000,0.0157187026637733,Wave,-0.294196819955744,0.1096201213838624,-0.09612871554817387,0.3236751369847445,213.23653119767093
144,4,5000,0.0157187026637733,Wave,0.07800175908129177,0.10625259201456919,-0.2826016587226354,0.38244206379118645,187.63391641082163
144,4,5000,0.0157187026637733,Wave,-0.3727006312894664,0.02641060992993765,-0.1340049605238377,0.4614002359201483,373.4266827196093
144,4,5000,0.0157187026637733,Wave,0.154790007433929,0.068164290065355,-0.2689739550448774,0.28639390451815566,141.73870702081655
144,4,5000,0.0157187026637733,Wave,-0.29509130038876885,0.28135203371392853,-0.13556684869397612,0.46579692282242563,188.73743645233785
144,4,5000,0.0157187026637733,Wave,-0.24188267367748112,0.01869261746335061,-0.18325706314037452,0.3368199076039333,185.8859605872307
144,4,5000,0.0157187026637733,Wave,-0.30209736215075045,0.07936716853382031,-0.1680649657196815,0.42428939646427705,169.5859962558411
144,4,5000,0.0157187026637733,Wave,-0.13794651983357648,0.09426026484156771,-0.1072668065171513,0.3699218058955395,233.8475827268269
144,4,5000,0.0157187026637733,Wave,0.19162788193024485,0.05997916966857442,-0.23176166620340755,0.6970578988957162,285.25653347887976
144,4,5000,0.0157187026637733,Wave,-0.18313005665571125,0.08212073301258027,-0.06382306097351742,1.0402563960785989,327.4614446907167
144,4,5000,0.0157187026637733,Wave,-0.03786798468632238,0.08803248289590496,-0.2671458550556611,0.34547790037094767,199.47084869314256
144,4,5000,0.0157187026637733,Wave,0.17358965983512864,0.08930321005799632,-0.26007159036752414,0.4086501422000894,202.4170528132823
144,4,5000,0.0157187026637733,Wave,-0.37617586378898643,0.21225352901619668,-0.19048928303203666,0.5104505436948426,225.71314336378953
144,4,5000,0.0157187026637733,Wave,0.08867398517036132,0.016780793412623535,-0.28198578567716565,0.32749137193151834,152.6611135668691
144,4,5000,0.0157187026637733,Wave,-0.13307737654849147,0.2564597518352151,-0.15200114496750328,0.8920855303720137,147.5846083436516
144,4,5000,0.0157187026637733,Wave,0.3192600882342753,0.2399850407098456,-0.22980663310130714,0.42856799868734,127.58543949172858
144,4,5000,0.0157187026637733,Wave,0.3243712782874158,0.11461823640331312,-0.259484782896638,0.7872332350357937,235.35571583861054
144,4,5000,0.0157187026637733,Wave,-0.17669630090973243,0.0929364423855853,-0.05333832061751093,4.14310885600703,2319.991864387208
144,4,5000,0.0157187026637733,Wave,-0.19067254730109806,0.2062868498818876,-0.16950484289217538,0.40359382658399173,96.31714737788343
144,4,5000,0.0157187026637733,Wave,-0.14789048773600022,0.0014004124399586097,-0.2004765180706591,1.0294717073392792,563.4826157885572
144,4,5000,0.0157187026637733,Wave,-0.7967394870315087,0.1190106508740443,-0.08449092046331799,0.4438443913067568,247.02576236624125
144,4,5000,0.0157187026637733,Wave,0.3141885042692081,0.03967798678705095,-0.268075903907828,0.33312641541182075,74.77424126863203
144,4,5000,0.0157187026637733,Wave,0.11768090060278497,0.05263444311722656,-0.23811659277337513,0.37912868498542074,225.06458036711945
144,4,5000,0.0157187026637733,Wave,0.07234251491031564,0.05820228329655186,-0.2717618899103366,0.36729435892589735,113.7798538424316
144,4,5000,0.0157187026637733,Wave,0.23505640978300396,0.025058645221696894,-0.24259130646741495,0.3462407461214888,213.99991615197175
144,4,5000,0.0157187026637733,Wave,0.2490571970026217,0.265574433309413,-0.250339304615319,0.3317057410846589,282.918556997946
144,4,5000,0.0157187026637733,Wave,0.4911456306700672,0.11257838323873473,-0.20902353191549128,0.25342203088560056,142.68124531756845
144,4,5000,0.0157187026637733,Wave,0.13513607099025765,0.14080374638705967,-0.1457217715144022,0.34068652676982064,150.49311636587527
144,4,5000,0.0157187026637733,Wave,0.2343964321307457,0.21739627047384236,-0.23468625851521083,0.43961083177062443,126.61669251957764
144,4,5000,0.0157187026637733,Wave,0.24165487128823368,0.03242331814350784,-0.2539927665310568,0.3078837151449671,149.8511892656333
144,4,5000,0.0157187026637733,Wave,-0.14422398167235226,0.050884224794178284,-0.05553530056412192,0.35857394885681804,133.36088886244937
144,4,5000,0.0157187026637733,Wave,-0.18844030360343408,0.060152111451897416,-0.21218876700484174,0.399232353986738,120.29195122875377
144,4,5000,0.0157187026637733,Wave,-0.13910102019231135,0.00779778610485409,-0.27049130338977545,0.3871931158180164,151.56164733390088
144,4,5000,0.0157187026637733,Wave,0.27254500649785446,0.045715034143338495,-0.26124669901554454,0.3441496216570993,113.88678181519631
144,4,5000,0.0157187026637733,Wave,0.12011995430305208,0.26138308487265727,-0.2429447489849652,0.47426630108765216,95.93060078874429
144,4,5000,0.0157187026637733,Wave,0.18933269843441797,0.07909961679768499,-0.27152739364187006,0.4047266922487991,156.96445391267105
144,4,5000,0.0157187026637733,Wave,-0.14531268386096435,0.12374092381341385,-0.21722735437257013,0.4565211701543447,124.959965079534
144,4,5000,0.0157187026637733,Wave,0.24718763488635676,0.206558782052076,-0.22175729062805188,0.2763310507221341,227.29966253644756
144,4,5000,0.0157187026637733,Wave,-0.21343087365435873,0.2835369598031159,-0.07766188492461827,0.6381338027878893,244.46429557900294
144,4,5000,0.0157187026637733,Wave,0.4591376807773664,0.0440303010194036,-0.16129761904103607,0.6840799845580822,214.32335961889632
144,4,5000,0.0157187026637733,Wave,0.40729591894384415,0.09125344247968267,-0.2214761270348388,0.17930367792521548,171.76493238270334
144,4,5000,0.0157187026637733,Wave,-0.07768935068886214,0.22648827857791734,-0.1764853487077392,0.4428641258874551,363.56427485125556
144,4,5000,0.0157187026637733,Wave,0.08022191898087616,0.13665455492364376,-0.21429347185040692,1.7882896689410228,355.4893034780754
144,4,5000,0.0157187026637733,Wave,0.3585631838871332,0.25054217093749104,-0.2553579400887532,0.39725085593736625,241.4138669467934
144,4,5000,0.0157187026637733,Wave,0.1496512771016965,0.0654464082578319,-0.2554568400737769,0.5732337053467669,181.29792396306618
144,4,5000,0.0157187026637733,Wave,-0.06396626260975607,0.03084519858540895,-0.2614123349308641,0.36625996779505315,236.2705607427303
144,4,5000,0.0157187026637733,Wave,0.2714042044710575,0.15723333975792275,-0.19539901976226517,0.9614333509650504,289.6676988660941
144,4,5000,0.0157187026637733,Wave,-0.15323858354151065,0.06452766997281653,-0.22717323092502717,0.5877213753149281,195.03126248522798
144,4,5000,0.0157187026637733,Wave,0.1634470481927524,0.04517813774743192,-0.23209913632120374,0.3022006204687008,113.51295918617677
144,4,5000,0.0157187026637733,Wave,-0.15483574771973252,0.18669371549918357,-0.19067938370010004,0.5224512588124918,91.72877356633626
144,4,5000,0.0157187026637733,Wave,0.11119080020989652,0.08450787116898678,-0.2588496552149227,0.40585020460421006,209.34964259232078
144,4,5000,0.0157187026637733,Wave,0.17439397186554645,0.16783857667325822,-0.24860047866928783,0.36801541947580557,209.2164474230705
144,4,5000,0.0157187026637733,Wave,-0.22629538840002836,0.035279581493504034,-0.20261672681587833,0.9682561110032207,235.48166425450788
144,4,5000,0.0157187026637733,Wave,0.1272056270793866,0.05578988978987086,-0.2942088094375889,0.3272677183983372,132.43432890038943
144,4,5000,0.0157187026637733,Wave,-0.18517494977944637,0.04930428277629396,-0.25376632651921355,0.4136278107579778,171.98138204402557
144,4,5000,0.0157187026637733,Wave,0.32156330147940204,0.3057731515602129,-0.2242332729923207,0.39672595562886315,132.70709518564678
144,4,5000,0.0157187026637733,Wave,0.26325169517646424,0.19738580711481252,-0.2512483032461759,0.4059621513921263,106.76062483996867
144,4,5000,0.0157187026637733,Wave,0.1933354944734957,0.047581019639080804,-0.2731026401579205,0.43057756268235126,209.9761574860322
144,4,5000,0.0157187026637733,Wave,0.27062702385525483,0.1845796316904522,-0.25937597699992415,0.3978209758642546,130.2021419099521
144,4,5000,0.0157187026637733,Wave,-0.1902280152671183,0.06436754422742347,-0.24260210640804553,0.26476202417558325,239.265947733357
144,4,5000,0.0157187026637733,Wave,0.17651063369290346,0.2599304545919172,-0.24137441576742408,0.48107333870003927,138.8209728235174
144,4,5000,0.0157187026637733,Wave,0.09819675783303006,0.18441029808055628,-0.232955077334573,0.4005700322048481,199.07094931429924
