case,epsilon,perturbation_type,valid,reason,base_var_y,base_var_z,base_eff_y,base_eff_z,var_y,var_z,eff_y,eff_z,delta_var_y_percent,delta_var_z_percent,delta_eff_z_percent,eig_min,eig_max,trace,max_diag_diff
CS82_N30_n5,0.01,"omega+, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13059.634797164526,128.12882019949595,1.4292526193329633,10.265799884352493,0.012194841741375306,7.663027782759091,-7.117603824240792,-3.97633590759951e-07,1.0000984810650735,5.0002774,1.6433333333343292e-05
CS82_N30_n5,0.01,"omega+, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13059.629586667044,128.12903910503852,1.4292531895725038,10.265782345467402,0.012154939148567578,7.663211722902097,-7.117762511697379,-2.5186501919243654e-07,1.0000983862533994,5.0002774,1.6433333333343292e-05
CS82_N30_n5,0.01,"omega-, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.040107787807,119.00852454402221,1.4294271642072234,11.052526133114524,-1.7474080138413228e-05,-0.0004989945374123117,0.0004989970273872046,-1.4449811213312773e-07,0.999999598841392,4.999996799999998,2.66666666665083e-07
CS82_N30_n5,0.01,"omega-, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.01,"omega+, rho=0",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13059.629586667044,128.12903910503852,1.4292531895725038,10.265782345467402,0.012154939148567578,7.663211722902097,-7.117762511697379,-2.5186501919243654e-07,1.0000983862533994,5.0002774,1.6433333333343292e-05
CS82_N30_n5,0.01,"omega-, rho=0",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.01,"omega=0, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.040107787807,119.00852454402221,1.4294271642072234,11.052526133114524,-1.7474080138413228e-05,-0.0004989945374123117,0.0004989970273872046,-1.4449811213312773e-07,0.999999598841392,4.999996799999998,2.66666666665083e-07
CS82_N30_n5,0.01,"omega=0, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.02,"omega+, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13078.362281707583,140.99208036958416,1.4272060093859273,9.329210719767225,0.15561208595271658,18.471661897338375,-15.59162891911231,-3.509902931217757e-07,1.0004629346284701,4.999821000000001,7.713333333334016e-05
CS82_N30_n5,0.02,"omega+, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13078.352728362563,140.99030989045838,1.4272070519171778,9.329327870888124,0.15553892533082259,18.470174213747658,-15.590568964998042,-2.461505935323976e-07,1.0004629760152508,4.999821,7.713333333334016e-05
CS82_N30_n5,0.02,"omega-, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.04400393957,119.00877054690618,1.4294267377065037,11.05250328645128,1.2363101031809265e-05,-0.00029228526395863597,0.00029228611828635565,-1.384254214570509e-07,0.9999994901903309,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.02,"omega-, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.02,"omega+, rho=0",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13078.352728362563,140.99030989045838,1.4272070519171778,9.329327870888124,0.15553892533082259,18.470174213747658,-15.590568964998042,-2.461505935323976e-07,1.0004629760152508,4.999821,7.713333333334016e-05
CS82_N30_n5,0.02,"omega-, rho=0",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.02,"omega=0, rho+",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.04400393957,119.00877054690618,1.4294267377065037,11.05250328645128,1.2363101031809265e-05,-0.00029228526395863597,0.00029228611828635565,-1.384254214570509e-07,0.9999994901903309,4.999996800000002,2.66666666665083e-07
CS82_N30_n5,0.02,"omega=0, rho-",True,OK,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,13058.042389560598,119.009118393022,1.4294269144279754,11.052470981612874,0.0,0.0,0.0,-1.2807764167059544e-07,0.999999533333379,4.999996800000002,2.66666666665083e-07
