N,n,ite,rho,Method,D,V,M,L,HT
100,5,2000,0.9000000000000006,Lopi,-0.33991525707995807,0.11968365355694363,-0.16197539936569824,0.4079648823971278,203.65435015279937
100,5,2000,0.9000000000000006,Lopi,0.33284849484209933,0.19049537840974368,0.09715923718826681,1.343012013950933,223.89139735548156
100,5,2000,0.9000000000000006,Lopi,-0.06564203522259791,0.13879967639816837,-0.29764794845454795,0.31416457043555346,218.64127172238926
100,5,2000,0.9000000000000006,Lopi,-0.35254689927871763,0.08076567572671582,-0.3425392290288121,0.3297580645463344,217.31238997330652
100,5,2000,0.9000000000000006,Lopi,-0.2117101308474784,0.09468693019289665,-0.2859666474021655,0.35657583465941767,220.4771842592791
100,5,2000,0.9000000000000006,Lopi,0.38478494815347175,0.12280053359330392,-0.1921938845485544,2.054925789682433,267.52120651794667
100,5,2000,0.9000000000000006,Lopi,-0.30947458482995466,0.25004751999227387,-0.30920389608695886,0.23757678961306183,206.07558615301025
100,5,2000,0.9000000000000006,Lopi,-0.07409197840703852,0.1063535511111586,-0.22826289954508608,0.39171465004947154,212.8261905614971
100,5,2000,0.9000000000000006,Lopi,-0.24262235194899595,0.321689688314388,-0.23622536099230212,0.6297418856183321,223.65421411482697
100,5,2000,0.9000000000000006,Lopi,0.30542887182842365,0.09070530924249036,-0.04021536902826355,0.3654297147323997,215.5652004160894
100,5,2000,0.9000000000000006,Lopi,-0.40447218368534776,0.046186234879401246,-0.2369437487743511,0.375024611097883,189.31832935957732
100,5,2000,0.9000000000000006,Lopi,-0.3560988623090498,0.0708396018389507,-0.06935192351595565,0.27976981986934296,202.09833417853747
100,5,2000,0.9000000000000006,Lopi,-0.4714019507803706,0.08536766550268182,-0.20327815872559002,0.48018573327323216,215.6237857180967
100,5,2000,0.9000000000000006,Lopi,-0.42164388478790005,0.00974123576791631,-0.12155609115649585,0.3037216929449644,207.93908422883953
100,5,2000,0.9000000000000006,Lopi,-0.22913775522995183,0.10098930186727055,-0.18434765086394211,0.26781433167359636,190.96011222448453
100,5,2000,0.9000000000000006,Lopi,-0.523505773141012,0.09856533128577602,-0.13180600568502848,0.4729231992593441,148.54999269502767
100,5,2000,0.9000000000000006,Lopi,-0.6376731184110287,0.09322156194706045,-0.10656747583813055,0.4072324642096442,175.64659357320613
100,5,2000,0.9000000000000006,Lopi,-0.38880192251287826,0.323341852663254,-0.22489222650973398,0.9138558630843934,245.222249626416
100,5,2000,0.9000000000000006,Lopi,-0.055432215370702455,0.2303750324803341,-0.22428206464890674,0.4656609563137449,221.0000479399822
100,5,2000,0.9000000000000006,Lopi,0.1982970908727511,0.39779028121139254,-0.17655105700726947,0.6679544912201669,195.19667711969066
100,5,2000,0.9000000000000006,Lopi,-0.10058898083291062,0.09517266349644588,-0.3509286694704159,0.42171213755286263,184.46874817486096
100,5,2000,0.9000000000000006,Lopi,-0.12627133690117628,0.11814024305518449,-0.18965982655743838,0.4007760690515947,201.7639018200536
100,5,2000,0.9000000000000006,Lopi,-0.41202206848931666,0.23665171113832145,-0.18272456514254523,0.42289772846577645,224.642930959223
100,5,2000,0.9000000000000006,Lopi,-0.2105332660747945,0.13963940700689859,-0.22877968803182944,0.39435088768755916,229.38778398950296
100,5,2000,0.9000000000000006,Lopi,-0.5780851071632241,0.20821647351062694,-0.08680215703409591,0.3172941043881299,210.15954642279192
100,5,2000,0.9000000000000006,Lopi,-0.5477611116577741,0.13566268233742762,-0.1557211148710779,0.5566820721006281,214.3205543232167
100,5,2000,0.9000000000000006,Lopi,-0.3443607943889364,0.02459558657230717,-0.44339223539253236,0.42262225965223993,166.7058686481195
100,5,2000,0.9000000000000006,Lopi,0.14072309350835077,0.07565047975794717,-0.23736427576782843,0.5196190290294579,218.73142360468285
100,5,2000,0.9000000000000006,Lopi,0.2923353030146976,0.21549438345100919,-0.09709133919835547,1.2770863149070673,183.42826562172712
100,5,2000,0.9000000000000006,Lopi,0.34995062722154413,0.21150770775523253,-0.2024058963703575,1.3724796703421651,174.2438027561996
100,5,2000,0.9000000000000006,Lopi,-0.25674847440890824,0.06313353685032377,-0.1941159209580135,0.3419267074789435,198.22166819837955
100,5,2000,0.9000000000000006,Lopi,-0.4050059527710301,0.03768819561066462,-0.0975216457292739,0.3465030955180967,214.3278062459534
100,5,2000,0.9000000000000006,Lopi,-0.26618729147555326,0.04299219057287965,-0.34940255971655027,0.29505220875412247,192.55870786057355
100,5,2000,0.9000000000000006,Lopi,-0.5097033756294008,0.06608182066447002,-0.04613197235938863,0.28651394113607215,168.60691042376612
100,5,2000,0.9000000000000006,Lopi,-0.3048175513109277,0.036354104788320206,-0.20490221177177168,0.41621923203924116,180.5613746562072
100,5,2000,0.9000000000000006,Lopi,-0.3017527827474905,0.021859937356516618,-0.151781983386116,0.33299991024896025,197.50528001820774
100,5,2000,0.9000000000000006,Lopi,-0.3973410809130923,0.21548210013183505,-0.0012500587298442097,0.5140429469044328,182.35863726296157
100,5,2000,0.9000000000000006,Lopi,0.3141502258986503,0.14840058773542483,-0.048073918542470624,3.879667810194378,207.82484197280974
100,5,2000,0.9000000000000006,Lopi,0.4081958216431989,0.14016288458587106,-0.19614400224729558,0.5130518121215458,216.49617513091596
100,5,2000,0.9000000000000006,Lopi,-0.35354989202815973,0.03945221257447066,-0.1710372909826668,0.29673606247365514,208.07687304111377
100,5,2000,0.9000000000000006,Lopi,-0.3846536391062003,0.165203763548095,-0.12940822316791548,0.45736603675752713,183.72326767470375
100,5,2000,0.9000000000000006,Lopi,-0.1111635256340995,0.019762071968337118,-0.39758511494961657,0.3038903227765543,204.60217479542615
100,5,2000,0.9000000000000006,Lopi,0.15403525935221135,0.10354486487791022,-0.2817955781532204,0.22385867324778855,210.67091322578986
100,5,2000,0.9000000000000006,Lopi,0.17841024748624013,0.08448930468573011,-0.07243470566389017,0.2885192724610902,220.61583812832927
100,5,2000,0.9000000000000006,Lopi,0.15032931685307144,0.2299424233548982,-0.11495481663645321,0.35454029382204805,178.9619832560885
100,5,2000,0.9000000000000006,Lopi,-0.13314278942925448,0.17194718712170318,-0.23699581824942,0.47406172980936195,195.89916236924137
100,5,2000,0.9000000000000006,Lopi,0.27912879525231166,0.2171956681004769,-0.03301499289701529,2.1118850660248882,260.3638736052549
100,5,2000,0.9000000000000006,Lopi,0.1238452243695862,0.19608308391281878,0.07982918502440349,0.5028562510649938,194.95837476673992
100,5,2000,0.9000000000000006,Lopi,0.29110140664156886,0.1587175633060701,-0.27613728623529316,0.9114266894722921,242.63217148900787
100,5,2000,0.9000000000000006,Lopi,-0.269801181592899,0.031102009521353734,-0.2044503254939872,0.41003482567752403,204.7046289091777
100,5,2000,0.9000000000000006,Lopi,0.1925864552999949,0.09327462433451769,-0.1221237051369489,1.3142884746343744,286.5979742007251
100,5,2000,0.9000000000000006,Lopi,-0.10868189319886482,0.12813261417948302,-0.24008331934988056,0.337117796822765,224.17485977944477
100,5,2000,0.9000000000000006,Lopi,-0.06273528065301402,0.10523139010722526,-0.24159524721795522,0.2037447532743205,184.99819975739206
100,5,2000,0.9000000000000006,Lopi,-0.27923956387158333,0.2328855604314028,0.004269347991204112,1.482983102216329,226.1534915562115
100,5,2000,0.9000000000000006,Lopi,0.3741560534283387,0.3009000229422377,-0.2477215499427226,2.186646122278708,249.66021185533765
100,5,2000,0.9000000000000006,Lopi,-0.4540507483441505,0.200429319398625,-0.06301000971098598,0.2673547832037246,215.7648423614228
100,5,2000,0.9000000000000006,Lopi,-0.2722396894924306,0.07144336086365707,-0.23465178205903542,0.28625745839489697,174.5453809489543
100,5,2000,0.9000000000000006,Lopi,0.20714105820201573,0.016780616461964132,-0.2738732184518444,0.15221346703302452,201.28710980547842
100,5,2000,0.9000000000000006,Lopi,0.42741466027933783,0.11463517197917654,-0.21044591753957861,2.0643997854958265,262.01742097992934
100,5,2000,0.9000000000000006,Lopi,-0.5729054104630495,0.038889515079165785,-0.09232879310059558,0.4375809863184041,221.8934930203858
100,5,2000,0.9000000000000006,Lopi,-0.09656848901529634,0.07975233469043119,0.059983414131226265,0.45321727786075894,219.67692039555084
100,5,2000,0.9000000000000006,Lopi,-0.1449183912508923,0.2713177157205438,-0.07217405101832491,0.5651931418962794,213.3083928744136
100,5,2000,0.9000000000000006,Lopi,-0.09184004264459278,0.1637281376004854,-0.16514622595636563,0.3799568641438512,218.2596839946217
100,5,2000,0.9000000000000006,Lopi,-0.3639410587814957,0.04831454483450141,-0.3509192057592412,0.32282493942389223,206.0792190285781
100,5,2000,0.9000000000000006,Lopi,0.11265681699116731,0.012290086038203179,-0.26767399193072294,0.22967151847448247,192.32432755272185
100,5,2000,0.9000000000000006,Lopi,-0.6560635774420727,0.05576265459530331,-0.04447814969099839,0.37429026038539853,208.34788793143935
100,5,2000,0.9000000000000006,Lopi,0.13982035907285795,0.18714846178939665,-0.07761387725167275,1.3502958762869688,290.0137187583112
100,5,2000,0.9000000000000006,Lopi,0.38467326905429494,0.07763271081436411,-0.24853319427527515,1.235588018943936,160.0980749184561
100,5,2000,0.9000000000000006,Lopi,-0.07206451523549731,0.009320307462442789,-0.21647076953990466,0.20344248476587157,212.43281662737536
100,5,2000,0.9000000000000006,Lopi,-0.2321688813483654,0.10823788591089238,-0.0731345860981962,0.340951013044637,220.69535234575696
100,5,2000,0.9000000000000006,Lopi,0.07141604041526337,0.08041663156430427,-0.4105091699592491,0.3084096702081803,223.05753458717243
100,5,2000,0.9000000000000006,Lopi,-0.1487819382869249,0.14989169670989289,-0.207614441764073,0.9540542863669336,196.39636114348247
100,5,2000,0.9000000000000006,Lopi,-0.41239188784844694,0.059487439671262285,-0.2745432359441553,0.2953928341480356,219.40234067790655
100,5,2000,0.9000000000000006,Lopi,0.12257237864676944,0.048973955145263,-0.25458828754481905,0.3546435646544409,206.7700292059595
100,5,2000,0.9000000000000006,Lopi,-0.42492430139069703,0.039571630346496176,-0.24065668800856133,0.36404931285618763,217.63336608981746
100,5,2000,0.9000000000000006,Lopi,-0.3627645424118232,0.13225409242454828,-0.01889270047469302,0.4616914184799811,214.28262963552143
100,5,2000,0.9000000000000006,Lopi,-0.32883783192367755,0.2817383103250197,-0.30837834173851814,0.5575000605090796,201.403986971653
100,5,2000,0.9000000000000006,Lopi,0.22610666080154368,0.1585608181304488,-0.09673395735430482,0.2957272567717991,216.49334468381633
100,5,2000,0.9000000000000006,Lopi,0.28572915665071696,0.01136980298945398,-0.024886409318167036,0.3257952027675351,200.98917947352288
100,5,2000,0.9000000000000006,Lopi,-0.4658249432594411,0.07416031652041447,-0.026807092118568975,0.349478875345791,189.41636290907422
100,5,2000,0.9000000000000006,Lopi,-0.24798648544375665,0.017820575447227826,-0.3239100070953398,0.3369403759893024,205.47595869040623
100,5,2000,0.9000000000000006,Lopi,-0.6812900012642941,0.07745580094465496,-0.11793995449402465,0.4666548013361667,221.38303732232382
100,5,2000,0.9000000000000006,Lopi,0.11994611909436309,0.09661848045306123,-0.3441725733263317,0.28951996497652155,216.2858936405158
100,5,2000,0.9000000000000006,Lopi,-0.33003661442074045,0.14041574167175877,-0.2082034868361248,0.2850406571672159,215.4974435523298
100,5,2000,0.9000000000000006,Lopi,-0.19962672046997418,0.05928432942983086,-0.12977280691759138,0.4605472623399891,209.5245369093629
100,5,2000,0.9000000000000006,Lopi,-0.3479325589589913,0.30365294701337964,0.027070490844955455,0.6335063074489999,185.09421294512487
100,5,2000,0.9000000000000006,Lopi,-0.1509534378635473,0.14620241365700953,-0.2991018121174629,0.29707087278944805,207.37975293133803
100,5,2000,0.9000000000000006,Lopi,0.1950535037168186,0.1304145036180382,-0.3452877599605237,0.8977120196505279,228.41308847879034
100,5,2000,0.9000000000000006,Lopi,-0.1691062501765756,0.16155243648908404,-0.43971606093984633,0.6101440122950041,243.98321162945697
100,5,2000,0.9000000000000006,Lopi,0.29191070474645264,0.08807291291556626,-0.24505253103105187,0.2978429046674356,215.27537963943092
100,5,2000,0.9000000000000006,Lopi,-0.3093314748645959,0.05170830982410938,-0.1641789876565883,0.47569733347530446,200.35211225214846
100,5,2000,0.9000000000000006,Lopi,-0.4468386142295633,0.020783854901771672,-0.03307837973705611,0.43926270247323196,183.0671898651077
100,5,2000,0.9000000000000006,Lopi,0.39646302612863016,0.08233989210016748,-0.2725016291745887,0.4150707222158858,184.45177557025855
100,5,2000,0.9000000000000006,Lopi,0.4607840843549849,0.5221224283271292,0.009692210642661117,1.6754807169581918,280.06248142461516
100,5,2000,0.9000000000000006,Lopi,-0.4672357948076834,0.12090204529609275,-0.04779859185143219,0.5038647696096734,203.43602242825654
100,5,2000,0.9000000000000006,Lopi,-0.2557372382704837,0.2672589893487169,-0.24215189586491376,1.1468380191576246,222.9291600298728
100,5,2000,0.9000000000000006,Lopi,0.16887433260240212,0.16691988535352578,-0.15889163961161493,2.135319570853604,265.80366509883294
100,5,2000,0.9000000000000006,Lopi,0.3158726589240905,0.17547235618101698,-0.2010462808356623,1.9933110586226708,243.26926764965378
100,5,2000,0.9000000000000006,Lopi,-0.4271816032028158,0.04374289992196587,-0.10356024066799718,0.39320551354184646,195.1865247555852
100,5,2000,0.9000000000000006,Lopi,-0.10193781118472751,0.11008081505868612,-0.24500487020846404,0.33331022151490997,222.05945031208208
100,5,2000,0.9000000000000006,Lopi,-0.09901585277811839,0.04985779988799922,-0.09285945476212054,0.40479900611159636,205.16633230528635
100,5,2000,0.9000000000000006,Lopi,0.2495685401683494,0.08008451859017922,-0.3552462752768861,0.3184893261195427,190.15147022256372
100,5,2000,0.9000000000000006,Lopi,-0.1772227546480541,0.09170784613841923,-0.02321961845818531,0.38031988061480543,195.63979955489225
100,5,2000,0.9000000000000006,Lopi,-0.21252642370457575,0.4732388464761095,-0.0752754513941811,0.6735709094840009,183.0733650084332
100,5,2000,0.9000000000000006,Lopi,-0.32399574837935396,0.04322822066815193,-0.19326461945555556,0.220584896566957,209.4604586933484
100,5,2000,0.9000000000000006,Lopi,-0.35583554157601055,0.1632405854930727,-0.15485640590493555,0.5410496926510501,183.32445751515752
100,5,2000,0.9000000000000006,Lopi,-0.30717809361243653,0.029521594872592826,-0.03369155985624649,0.3821328971448273,186.01085864057688
100,5,2000,0.9000000000000006,Lopi,-0.2694574571274823,0.11160133080703898,-0.10468777984049606,0.48471806496067155,204.6990250410907
100,5,2000,0.9000000000000006,Lopi,0.15024927145681002,0.5040458348889478,-0.18448905034405774,1.454967770516916,237.2357765323344
100,5,2000,0.9000000000000006,Lopi,-0.15963280623371542,0.12667201579830337,-0.29019734766286515,0.3229683313605739,179.7557762463415
100,5,2000,0.9000000000000006,Lopi,-0.42312012169949803,0.1616761495146915,-0.2291925392429901,0.2956357413487136,231.51404302459702
100,5,2000,0.9000000000000006,Lopi,-0.11775590730365917,0.19891050330066032,-0.36754927838656465,3.6868141401509984,232.75472022428133
100,5,2000,0.9000000000000006,Lopi,0.2020412036490291,0.21677082189615243,-0.2438683572838005,1.478455140058539,231.14265993223802
100,5,2000,0.9000000000000006,Lopi,0.3072063730642315,0.19079478980980685,-0.13557073054340268,1.065026834430685,232.871945136485
100,5,2000,0.9000000000000006,Lopi,-0.12811479836829523,0.0327818250876243,-0.09154445908997719,0.24486244206562652,211.3439796091527
100,5,2000,0.9000000000000006,Lopi,0.2839834732538427,0.13882545174939082,-0.2668651329231523,2.0335894461969493,274.13985661724973
100,5,2000,0.9000000000000006,Lopi,-0.2402175644548785,0.08648432006998809,-0.16560254944918792,0.36330920988713467,221.42120256731894
100,5,2000,0.9000000000000006,Lopi,-0.20904207015466886,0.11517112022561318,-0.17947735210233765,0.2794701221824977,215.46013961886305
100,5,2000,0.9000000000000006,Lopi,-0.09668739784164289,0.029933194713730765,-0.23303627694722248,0.332627678399875,183.14133469787802
100,5,2000,0.9000000000000006,Lopi,-0.5952773847060229,0.029026710970790504,-0.08270350835260741,0.3743190471997626,199.06975926755763
100,5,2000,0.9000000000000006,Lopi,-0.39473831036903595,0.13336963946881658,-0.15694773690533373,0.3646777076437862,211.90326118651305
